,Emotion,Path,Gender
103,Surprising,SAVEE/DC_su14.wav,Male
104,Surprising,SAVEE/DC_su15.wav,Male
105,Disgust,SAVEE/JE_a01.wav,Male
106,Disgust,SAVEE/JE_a02.wav,Male
107,Disgust,SAVEE/JE_a03.wav,Male
108,Disgust,SAVEE/JE_a04.wav,Male
109,Disgust,SAVEE/JE_a05.wav,Male
110,Disgust,SAVEE/JE_a06.wav,Male
111,Disgust,SAVEE/JE_a07.wav,Male
112,Disgust,SAVEE/JE_a08.wav,Male
113,Disgust,SAVEE/JE_a09.wav,Male
114,Disgust,SAVEE/JE_a10.wav,Male
115,Disgust,SAVEE/JE_a11.wav,Male
116,Disgust,SAVEE/JE_a12.wav,Male
117,Disgust,SAVEE/JE_a13.wav,Male
118,Disgust,SAVEE/JE_a14.wav,Male
119,Disgust,SAVEE/JE_a15.wav,Male
120,Fear,SAVEE/JE_f01.wav,Male
121,Fear,SAVEE/JE_f02.wav,Male
122,Fear,SAVEE/JE_f03.wav,Male
123,Fear,SAVEE/JE_f04.wav,Male
124,Fear,SAVEE/JE_f05.wav,Male
125,Fear,SAVEE/JE_f06.wav,Male
126,Fear,SAVEE/JE_f07.wav,Male
127,Fear,SAVEE/JE_f08.wav,Male
128,Fear,SAVEE/JE_f09.wav,Male
129,Fear,SAVEE/JE_f10.wav,Male
130,Fear,SAVEE/JE_f11.wav,Male
131,Fear,SAVEE/JE_f12.wav,Male
132,Fear,SAVEE/JE_f13.wav,Male
133,Fear,SAVEE/JE_f14.wav,Male
134,Fear,SAVEE/JE_f15.wav,Male
135,Happy,SAVEE/JE_h01.wav,Male
136,Happy,SAVEE/JE_h02.wav,Male
137,Happy,SAVEE/JE_h03.wav,Male
138,Happy,SAVEE/JE_h04.wav,Male
139,Happy,SAVEE/JE_h05.wav,Male
140,Happy,SAVEE/JE_h06.wav,Male
141,Happy,SAVEE/JE_h07.wav,Male
142,Happy,SAVEE/JE_h08.wav,Male
143,Happy,SAVEE/JE_h09.wav,Male
144,Happy,SAVEE/JE_h10.wav,Male
145,Happy,SAVEE/JE_h11.wav,Male
146,Happy,SAVEE/JE_h12.wav,Male
147,Happy,SAVEE/JE_h13.wav,Male
148,Happy,SAVEE/JE_h14.wav,Male
149,Happy,SAVEE/JE_h15.wav,Male
150,Neutral,SAVEE/JE_n01.wav,Male
151,Neutral,SAVEE/JE_n02.wav,Male
152,Neutral,SAVEE/JE_n03.wav,Male
153,Neutral,SAVEE/JE_n04.wav,Male
154,Neutral,SAVEE/JE_n05.wav,Male
155,Neutral,SAVEE/JE_n06.wav,Male
156,Neutral,SAVEE/JE_n07.wav,Male
157,Neutral,SAVEE/JE_n08.wav,Male
158,Neutral,SAVEE/JE_n09.wav,Male
159,Neutral,SAVEE/JE_n10.wav,Male
160,Neutral,SAVEE/JE_n11.wav,Male
161,Neutral,SAVEE/JE_n12.wav,Male
162,Neutral,SAVEE/JE_n13.wav,Male
163,Neutral,SAVEE/JE_n14.wav,Male
164,Neutral,SAVEE/JE_n15.wav,Male
165,Neutral,SAVEE/JE_n16.wav,Male
166,Neutral,SAVEE/JE_n17.wav,Male
167,Neutral,SAVEE/JE_n18.wav,Male
168,Neutral,SAVEE/JE_n19.wav,Male
169,Neutral,SAVEE/JE_n20.wav,Male
170,Neutral,SAVEE/JE_n21.wav,Male
171,Neutral,SAVEE/JE_n22.wav,Male
172,Neutral,SAVEE/JE_n23.wav,Male
173,Neutral,SAVEE/JE_n24.wav,Male
174,Neutral,SAVEE/JE_n25.wav,Male
175,Neutral,SAVEE/JE_n26.wav,Male
176,Neutral,SAVEE/JE_n27.wav,Male
177,Neutral,SAVEE/JE_n28.wav,Male
178,Neutral,SAVEE/JE_n29.wav,Male
179,Neutral,SAVEE/JE_n30.wav,Male
180,Sad,SAVEE/JE_sa01.wav,Male
181,Sad,SAVEE/JE_sa02.wav,Male
182,Sad,SAVEE/JE_sa03.wav,Male
183,Sad,SAVEE/JE_sa04.wav,Male
184,Sad,SAVEE/JE_sa05.wav,Male
185,Sad,SAVEE/JE_sa06.wav,Male
186,Sad,SAVEE/JE_sa07.wav,Male
187,Sad,SAVEE/JE_sa08.wav,Male
188,Sad,SAVEE/JE_sa09.wav,Male
189,Sad,SAVEE/JE_sa10.wav,Male
190,Sad,SAVEE/JE_sa11.wav,Male
191,Sad,SAVEE/JE_sa12.wav,Male
192,Sad,SAVEE/JE_sa13.wav,Male
193,Sad,SAVEE/JE_sa14.wav,Male
194,Sad,SAVEE/JE_sa15.wav,Male
195,Surprising,SAVEE/JE_su01.wav,Male
196,Surprising,SAVEE/JE_su02.wav,Male
197,Surprising,SAVEE/JE_su03.wav,Male
198,Surprising,SAVEE/JE_su04.wav,Male
199,Surprising,SAVEE/JE_su05.wav,Male
200,Surprising,SAVEE/JE_su06.wav,Male
201,Surprising,SAVEE/JE_su07.wav,Male
202,Surprising,SAVEE/JE_su08.wav,Male
203,Surprising,SAVEE/JE_su09.wav,Male
204,Surprising,SAVEE/JE_su10.wav,Male
205,Surprising,SAVEE/JE_su11.wav,Male
206,Surprising,SAVEE/JE_su12.wav,Male
207,Surprising,SAVEE/JE_su13.wav,Male
208,Surprising,SAVEE/JE_su14.wav,Male
209,Surprising,SAVEE/JE_su15.wav,Male
210,Disgust,SAVEE/JK_a01.wav,Male
211,Disgust,SAVEE/JK_a02.wav,Male
212,Disgust,SAVEE/JK_a03.wav,Male
213,Disgust,SAVEE/JK_a04.wav,Male
214,Disgust,SAVEE/JK_a05.wav,Male
215,Disgust,SAVEE/JK_a06.wav,Male
216,Disgust,SAVEE/JK_a07.wav,Male
217,Disgust,SAVEE/JK_a08.wav,Male
218,Disgust,SAVEE/JK_a09.wav,Male
219,Disgust,SAVEE/JK_a10.wav,Male
220,Disgust,SAVEE/JK_a11.wav,Male
221,Disgust,SAVEE/JK_a12.wav,Male
222,Disgust,SAVEE/JK_a13.wav,Male
223,Disgust,SAVEE/JK_a14.wav,Male
224,Disgust,SAVEE/JK_a15.wav,Male
225,Fear,SAVEE/JK_f01.wav,Male
226,Fear,SAVEE/JK_f02.wav,Male
227,Fear,SAVEE/JK_f03.wav,Male
228,Fear,SAVEE/JK_f04.wav,Male
229,Fear,SAVEE/JK_f05.wav,Male
230,Fear,SAVEE/JK_f06.wav,Male
231,Fear,SAVEE/JK_f07.wav,Male
232,Fear,SAVEE/JK_f08.wav,Male
233,Fear,SAVEE/JK_f09.wav,Male
234,Fear,SAVEE/JK_f10.wav,Male
235,Fear,SAVEE/JK_f11.wav,Male
236,Fear,SAVEE/JK_f12.wav,Male
237,Fear,SAVEE/JK_f13.wav,Male
238,Fear,SAVEE/JK_f14.wav,Male
239,Fear,SAVEE/JK_f15.wav,Male
240,Happy,SAVEE/JK_h01.wav,Male
241,Happy,SAVEE/JK_h02.wav,Male
242,Happy,SAVEE/JK_h03.wav,Male
243,Happy,SAVEE/JK_h04.wav,Male
244,Happy,SAVEE/JK_h05.wav,Male
245,Happy,SAVEE/JK_h06.wav,Male
246,Happy,SAVEE/JK_h07.wav,Male
247,Happy,SAVEE/JK_h08.wav,Male
248,Happy,SAVEE/JK_h09.wav,Male
249,Happy,SAVEE/JK_h10.wav,Male
250,Happy,SAVEE/JK_h11.wav,Male
251,Happy,SAVEE/JK_h12.wav,Male
252,Happy,SAVEE/JK_h13.wav,Male
253,Happy,SAVEE/JK_h14.wav,Male
254,Happy,SAVEE/JK_h15.wav,Male
255,Neutral,SAVEE/JK_n01.wav,Male
256,Neutral,SAVEE/JK_n02.wav,Male
257,Neutral,SAVEE/JK_n03.wav,Male
258,Neutral,SAVEE/JK_n04.wav,Male
259,Neutral,SAVEE/JK_n05.wav,Male
260,Neutral,SAVEE/JK_n06.wav,Male
261,Neutral,SAVEE/JK_n07.wav,Male
262,Neutral,SAVEE/JK_n08.wav,Male
263,Neutral,SAVEE/JK_n09.wav,Male
264,Neutral,SAVEE/JK_n10.wav,Male
265,Neutral,SAVEE/JK_n11.wav,Male
266,Neutral,SAVEE/JK_n12.wav,Male
267,Neutral,SAVEE/JK_n13.wav,Male
268,Neutral,SAVEE/JK_n14.wav,Male
269,Neutral,SAVEE/JK_n15.wav,Male
270,Neutral,SAVEE/JK_n16.wav,Male
271,Neutral,SAVEE/JK_n17.wav,Male
272,Neutral,SAVEE/JK_n18.wav,Male
273,Neutral,SAVEE/JK_n19.wav,Male
274,Neutral,SAVEE/JK_n20.wav,Male
275,Neutral,SAVEE/JK_n21.wav,Male
276,Neutral,SAVEE/JK_n22.wav,Male
277,Neutral,SAVEE/JK_n23.wav,Male
278,Neutral,SAVEE/JK_n24.wav,Male
279,Neutral,SAVEE/JK_n25.wav,Male
280,Neutral,SAVEE/JK_n26.wav,Male
281,Neutral,SAVEE/JK_n27.wav,Male
282,Neutral,SAVEE/JK_n28.wav,Male
283,Neutral,SAVEE/JK_n29.wav,Male
284,Neutral,SAVEE/JK_n30.wav,Male
285,Sad,SAVEE/JK_sa01.wav,Male
286,Sad,SAVEE/JK_sa02.wav,Male
287,Sad,SAVEE/JK_sa03.wav,Male
288,Sad,SAVEE/JK_sa04.wav,Male
289,Sad,SAVEE/JK_sa05.wav,Male
290,Sad,SAVEE/JK_sa06.wav,Male
291,Sad,SAVEE/JK_sa07.wav,Male
292,Sad,SAVEE/JK_sa08.wav,Male
293,Sad,SAVEE/JK_sa09.wav,Male
294,Sad,SAVEE/JK_sa10.wav,Male
295,Sad,SAVEE/JK_sa11.wav,Male
296,Sad,SAVEE/JK_sa12.wav,Male
297,Sad,SAVEE/JK_sa13.wav,Male
298,Sad,SAVEE/JK_sa14.wav,Male
299,Sad,SAVEE/JK_sa15.wav,Male
300,Surprising,SAVEE/JK_su01.wav,Male
301,Surprising,SAVEE/JK_su02.wav,Male
302,Surprising,SAVEE/JK_su03.wav,Male
303,Surprising,SAVEE/JK_su04.wav,Male
304,Surprising,SAVEE/JK_su05.wav,Male
305,Surprising,SAVEE/JK_su06.wav,Male
306,Surprising,SAVEE/JK_su07.wav,Male
307,Surprising,SAVEE/JK_su08.wav,Male
308,Surprising,SAVEE/JK_su09.wav,Male
309,Surprising,SAVEE/JK_su10.wav,Male
310,Surprising,SAVEE/JK_su11.wav,Male
311,Surprising,SAVEE/JK_su12.wav,Male
312,Surprising,SAVEE/JK_su13.wav,Male
313,Surprising,SAVEE/JK_su14.wav,Male
314,Surprising,SAVEE/JK_su15.wav,Male
315,Disgust,SAVEE/KL_a01.wav,Male
316,Disgust,SAVEE/KL_a02.wav,Male
317,Disgust,SAVEE/KL_a03.wav,Male
318,Disgust,SAVEE/KL_a04.wav,Male
319,Disgust,SAVEE/KL_a05.wav,Male
320,Disgust,SAVEE/KL_a06.wav,Male
321,Disgust,SAVEE/KL_a07.wav,Male
322,Disgust,SAVEE/KL_a08.wav,Male
323,Disgust,SAVEE/KL_a09.wav,Male
324,Disgust,SAVEE/KL_a10.wav,Male
325,Disgust,SAVEE/KL_a11.wav,Male
326,Disgust,SAVEE/KL_a12.wav,Male
327,Disgust,SAVEE/KL_a13.wav,Male
328,Disgust,SAVEE/KL_a14.wav,Male
329,Disgust,SAVEE/KL_a15.wav,Male
330,Fear,SAVEE/KL_f01.wav,Male
331,Fear,SAVEE/KL_f02.wav,Male
332,Fear,SAVEE/KL_f03.wav,Male
333,Fear,SAVEE/KL_f04.wav,Male
334,Fear,SAVEE/KL_f05.wav,Male
335,Fear,SAVEE/KL_f06.wav,Male
336,Fear,SAVEE/KL_f07.wav,Male
337,Fear,SAVEE/KL_f08.wav,Male
338,Fear,SAVEE/KL_f09.wav,Male
339,Fear,SAVEE/KL_f10.wav,Male
340,Fear,SAVEE/KL_f11.wav,Male
341,Fear,SAVEE/KL_f12.wav,Male
342,Fear,SAVEE/KL_f13.wav,Male
343,Fear,SAVEE/KL_f14.wav,Male
344,Fear,SAVEE/KL_f15.wav,Male
345,Happy,SAVEE/KL_h01.wav,Male
346,Happy,SAVEE/KL_h02.wav,Male
347,Happy,SAVEE/KL_h03.wav,Male
348,Happy,SAVEE/KL_h04.wav,Male
349,Happy,SAVEE/KL_h05.wav,Male
350,Happy,SAVEE/KL_h06.wav,Male
351,Happy,SAVEE/KL_h07.wav,Male
352,Happy,SAVEE/KL_h08.wav,Male
353,Happy,SAVEE/KL_h09.wav,Male
354,Happy,SAVEE/KL_h10.wav,Male
355,Happy,SAVEE/KL_h11.wav,Male
356,Happy,SAVEE/KL_h12.wav,Male
357,Happy,SAVEE/KL_h13.wav,Male
358,Happy,SAVEE/KL_h14.wav,Male
359,Happy,SAVEE/KL_h15.wav,Male
360,Neutral,SAVEE/KL_n01.wav,Male
361,Neutral,SAVEE/KL_n02.wav,Male
362,Neutral,SAVEE/KL_n03.wav,Male
363,Neutral,SAVEE/KL_n04.wav,Male
364,Neutral,SAVEE/KL_n05.wav,Male
365,Neutral,SAVEE/KL_n06.wav,Male
366,Neutral,SAVEE/KL_n07.wav,Male
367,Neutral,SAVEE/KL_n08.wav,Male
368,Neutral,SAVEE/KL_n09.wav,Male
369,Neutral,SAVEE/KL_n10.wav,Male
370,Neutral,SAVEE/KL_n11.wav,Male
371,Neutral,SAVEE/KL_n12.wav,Male
372,Neutral,SAVEE/KL_n13.wav,Male
373,Neutral,SAVEE/KL_n14.wav,Male
374,Neutral,SAVEE/KL_n15.wav,Male
375,Neutral,SAVEE/KL_n16.wav,Male
376,Neutral,SAVEE/KL_n17.wav,Male
377,Neutral,SAVEE/KL_n18.wav,Male
378,Neutral,SAVEE/KL_n19.wav,Male
379,Neutral,SAVEE/KL_n20.wav,Male
380,Neutral,SAVEE/KL_n21.wav,Male
381,Neutral,SAVEE/KL_n22.wav,Male
382,Neutral,SAVEE/KL_n23.wav,Male
383,Neutral,SAVEE/KL_n24.wav,Male
384,Neutral,SAVEE/KL_n25.wav,Male
385,Neutral,SAVEE/KL_n26.wav,Male
386,Neutral,SAVEE/KL_n27.wav,Male
387,Neutral,SAVEE/KL_n28.wav,Male
388,Neutral,SAVEE/KL_n29.wav,Male
389,Neutral,SAVEE/KL_n30.wav,Male
390,Sad,SAVEE/KL_sa01.wav,Male
391,Sad,SAVEE/KL_sa02.wav,Male
392,Sad,SAVEE/KL_sa03.wav,Male
393,Sad,SAVEE/KL_sa04.wav,Male
394,Sad,SAVEE/KL_sa05.wav,Male
395,Sad,SAVEE/KL_sa06.wav,Male
396,Sad,SAVEE/KL_sa07.wav,Male
397,Sad,SAVEE/KL_sa08.wav,Male
398,Sad,SAVEE/KL_sa09.wav,Male
399,Sad,SAVEE/KL_sa10.wav,Male
400,Sad,SAVEE/KL_sa11.wav,Male
401,Sad,SAVEE/KL_sa12.wav,Male
402,Sad,SAVEE/KL_sa13.wav,Male
403,Sad,SAVEE/KL_sa14.wav,Male
404,Sad,SAVEE/KL_sa15.wav,Male
405,Surprising,SAVEE/KL_su01.wav,Male
406,Surprising,SAVEE/KL_su02.wav,Male
407,Surprising,SAVEE/KL_su03.wav,Male
408,Surprising,SAVEE/KL_su04.wav,Male
409,Surprising,SAVEE/KL_su05.wav,Male
410,Surprising,SAVEE/KL_su06.wav,Male
411,Surprising,SAVEE/KL_su07.wav,Male
412,Surprising,SAVEE/KL_su08.wav,Male
413,Surprising,SAVEE/KL_su09.wav,Male
414,Surprising,SAVEE/KL_su10.wav,Male
415,Surprising,SAVEE/KL_su11.wav,Male
416,Surprising,SAVEE/KL_su12.wav,Male
417,Surprising,SAVEE/KL_su13.wav,Male
418,Surprising,SAVEE/KL_su14.wav,Male
419,Surprising,SAVEE/KL_su15.wav,Male
0,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_back_angry.wav,Female
1,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_bar_angry.wav,Female
2,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_base_angry.wav,Female
3,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_bath_angry.wav,Female
4,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_bean_angry.wav,Female
5,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_beg_angry.wav,Female
6,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_bite_angry.wav,Female
7,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_boat_angry.wav,Female
8,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_bone_angry.wav,Female
9,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_book_angry.wav,Female
10,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_bought_angry.wav,Female
11,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_burn_angry.wav,Female
12,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_cab_angry.wav,Female
13,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_calm_angry.wav,Female
14,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_came_angry.wav,Female
15,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_cause_angry.wav,Female
16,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_chain_angry.wav,Female
17,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_chair_angry.wav,Female
18,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_chalk_angry.wav,Female
19,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_chat_angry.wav,Female
20,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_check_angry.wav,Female
21,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_cheek_angry.wav,Female
22,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_chief_angry.wav,Female
23,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_choice_angry.wav,Female
24,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_cool_angry.wav,Female
25,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_dab_angry.wav,Female
26,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_date_angry.wav,Female
27,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_dead_angry.wav,Female
28,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_death_angry.wav,Female
29,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_deep_angry.wav,Female
30,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_dime_angry.wav,Female
31,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_dip_angry.wav,Female
32,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_ditch_angry.wav,Female
33,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_dodge_angry.wav,Female
34,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_dog_angry.wav,Female
35,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_doll_angry.wav,Female
36,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_door_angry.wav,Female
37,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_fail_angry.wav,Female
38,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_fall_angry.wav,Female
39,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_far_angry.wav,Female
40,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_fat_angry.wav,Female
41,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_fit_angry.wav,Female
42,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_five_angry.wav,Female
43,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_food_angry.wav,Female
44,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_gap_angry.wav,Female
45,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_gas_angry.wav,Female
46,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_gaze_angry.wav,Female
47,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_germ_angry.wav,Female
48,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_get_angry.wav,Female
49,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_gin_angry.wav,Female
50,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_goal_angry.wav,Female
51,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_good_angry.wav,Female
52,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_goose_angry.wav,Female
53,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_gun_angry.wav,Female
54,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_half_angry.wav,Female
55,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_hall_angry.wav,Female
56,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_hash_angry.wav,Female
57,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_hate_angry.wav,Female
58,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_have_angry.wav,Female
59,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_haze_angry.wav,Female
60,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_hire_angry.wav,Female
61,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_hit_angry.wav,Female
62,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_hole_angry.wav,Female
63,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_home_angry.wav,Female
64,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_hurl_angry.wav,Female
65,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_hush_angry.wav,Female
66,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_jail_angry.wav,Female
67,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_jar_angry.wav,Female
68,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_join_angry.wav,Female
69,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_judge_angry.wav,Female
70,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_jug_angry.wav,Female
71,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_juice_angry.wav,Female
72,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_keen_angry.wav,Female
73,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_keep_angry.wav,Female
74,Angry,TESS/TESS Toronto emotional speech set data/OAF_angry/OAF_keg_angry.wav,Female
